,time_usec,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible
55,2381398000,5,454406661,-734767973,19840,58,78,2,25120,31
56,2381598000,5,454406662,-734767973,19830,58,78,3,25120,31
57,2381798000,5,454406662,-734767973,19830,58,78,3,25120,31
58,2382198000,5,454406662,-734767973,19830,63,84,3,25120,31
59,2382398000,5,454406662,-734767973,19830,63,84,2,25120,31
60,2382598000,5,454406661,-734767973,19830,63,84,1,25120,31
61,2382798000,5,454406662,-734767972,19830,63,84,3,25120,31
62,2383198000,5,454406662,-734767972,19830,63,84,1,25120,31
63,2383398000,5,454406662,-734767972,19830,63,84,7,25120,31
64,2383598000,5,454406661,-734767973,19830,63,84,2,25120,31
65,2383798000,5,454406662,-734767972,19830,63,84,1,25120,31
66,2384198000,5,454406662,-734767972,19830,63,84,1,25120,31
67,2384398000,5,454406662,-734767972,19830,63,84,4,25120,31
68,2384598000,5,454406662,-734767972,19830,63,84,1,25120,31
69,2384798000,5,454406662,-734767972,19830,63,84,1,25120,31
70,2385198000,5,454406662,-734767972,19830,63,84,4,25120,31
71,2385398000,5,454406662,-734767972,19830,63,84,3,25120,30
72,2385598000,5,454406662,-734767972,19830,63,84,3,25120,31
73,2385798000,5,454406662,-734767971,19830,63,84,4,25120,31
74,2386198000,5,454406662,-734767972,19840,63,84,2,25120,31
75,2386398000,5,454406662,-734767971,19840,63,84,3,25120,32
76,2386598000,5,454406662,-734767972,19830,63,84,2,25120,32
77,2386798000,5,454406662,-734767972,19830,63,84,3,25120,32
78,2387198000,5,454406662,-734767972,19830,63,84,4,25120,32
79,2387398000,5,454406662,-734767972,19820,63,84,2,25120,32
80,2387598000,5,454406662,-734767972,19820,63,84,2,25120,32
81,2387798000,5,454406662,-734767972,19840,63,84,3,25120,32
82,2388198000,5,454406663,-734767972,19830,63,84,1,25120,32
83,2388398000,5,454406662,-734767972,19830,63,84,3,25120,32
84,2388598000,5,454406662,-734767972,19830,63,84,2,25120,32
85,2388798000,5,454406662,-734767972,19830,63,84,0,25120,32
86,2389198000,5,454406662,-734767972,19840,63,84,1,25120,32
87,2389398000,5,454406662,-734767972,19830,63,84,1,25120,31
88,2389598000,5,454406662,-734767972,19830,63,84,4,25120,32
89,2389799000,5,454406662,-734767972,19840,63,84,3,25120,32
90,2390199000,5,454406663,-734767971,19820,63,84,6,25120,32
91,2390399000,5,454406663,-734767972,19830,63,84,1,25120,32
92,2390599000,5,454406663,-734767972,19830,63,84,3,25120,32
93,2390799000,5,454406663,-734767972,19830,63,84,0,25120,32
94,2391199000,5,454406663,-734767971,19840,63,84,0,25120,32
95,2391399000,5,454406663,-734767971,19830,63,84,6,25120,32
96,2391599000,5,454406663,-734767971,19830,63,84,6,25120,32
97,2391799000,5,454406663,-734767971,19850,63,84,2,25120,32
98,2392199000,5,454406663,-734767971,19850,63,84,3,25120,31
99,2392399000,5,454406663,-734767971,19850,63,84,3,25120,32
100,2392599000,5,454406663,-734767971,19850,63,84,1,25120,32
101,2392799000,5,454406664,-734767971,19850,63,84,1,25120,32
102,2393199000,5,454406664,-734767971,19850,64,84,2,25120,31
103,2393399000,5,454406664,-734767970,19850,64,84,1,25120,32
104,2393599000,5,454406664,-734767970,19850,64,84,6,25120,32
105,2393799000,5,454406664,-734767970,19850,64,84,1,25120,32
106,2394199000,5,454406664,-734767970,19850,64,84,3,25120,32
107,2394399000,5,454406664,-734767970,19850,64,84,1,25120,32
108,2394599000,5,454406664,-734767970,19850,64,84,3,25120,32
109,2394799000,5,454406664,-734767970,19850,64,84,3,25120,31
110,2395199000,5,454406664,-734767970,19850,64,84,0,25120,31
111,2395399000,5,454406664,-734767970,19850,64,84,1,25120,31
112,2395599000,5,454406664,-734767970,19850,64,84,1,25120,31
113,2395799000,5,454406664,-734767969,19850,64,84,5,25120,31
114,2396199000,5,454406664,-734767970,19850,64,84,2,25120,31
115,2396399000,5,454406664,-734767970,19850,64,84,1,25120,31
116,2396599000,5,454406664,-734767970,19840,64,84,2,25120,31
117,2396799000,5,454406664,-734767969,19850,64,84,1,25120,31
118,2397199000,5,454406664,-734767970,19830,64,84,0,25120,30
119,2397399000,5,454406664,-734767969,19840,64,84,1,25120,31
120,2397599000,5,454406664,-734767969,19830,64,84,2,25120,31
121,2397799000,5,454406664,-734767969,19840,64,84,4,25120,31
122,2398199000,5,454406664,-734767969,19840,64,84,4,25120,31
123,2398399000,5,454406664,-734767970,19840,64,84,3,25120,31
124,2398599000,5,454406664,-734767969,19840,64,84,1,25120,31
125,2398799000,5,454406664,-734767969,19840,64,84,2,25120,31
126,2399199000,5,454406664,-734767969,19840,64,84,0,25120,31
127,2399399000,5,454406664,-734767969,19830,64,84,1,25120,31
