,time_usec,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible
50,794964000,5,454406672,-734767990,19610,59,84,2,28428,27
51,795164000,5,454406672,-734767990,19610,59,84,2,28428,27
52,795564000,5,454406672,-734767990,19610,61,84,2,28428,26
53,795764000,5,454406672,-734767990,19610,61,84,2,28428,26
54,795964000,5,454406672,-734767991,19610,61,84,1,28428,26
55,796164000,5,454406672,-734767990,19610,59,84,6,28428,27
56,796564000,5,454406672,-734767991,19610,61,84,2,28428,26
57,796764000,5,454406672,-734767991,19610,61,84,1,28428,26
58,796964000,5,454406672,-734767990,19610,61,84,3,28428,26
59,797164000,5,454406672,-734767990,19610,59,84,0,28428,27
60,797564000,5,454406672,-734767990,19610,59,84,1,28428,27
61,797764000,5,454406672,-734767991,19610,59,84,3,28428,27
62,797964000,5,454406672,-734767991,19610,59,84,1,28428,27
63,798364000,5,454406672,-734767991,19610,59,84,0,28428,27
64,798564000,5,454406672,-734767991,19610,59,84,1,28428,27
65,798764000,5,454406672,-734767991,19610,59,84,1,28428,27
66,798964000,5,454406672,-734767990,19610,59,84,1,28428,27
67,799164000,5,454406672,-734767990,19610,59,84,3,28428,27
68,799564000,5,454406672,-734767991,19610,59,84,2,28428,27
69,799764000,5,454406672,-734767990,19620,59,84,0,28428,27
70,799964000,5,454406672,-734767991,19610,61,84,1,28428,27
71,800164000,5,454406672,-734767991,19620,59,84,2,28428,27
72,800564000,5,454406672,-734767990,19610,59,84,3,28428,27
73,800764000,5,454406672,-734767991,19620,59,84,2,28428,27
74,800964000,5,454406672,-734767991,19620,59,84,1,28428,27
75,801164000,5,454406672,-734767991,19620,59,84,1,28428,27
76,801564000,5,454406672,-734767991,19620,59,84,1,28428,27
77,801764000,5,454406672,-734767991,19620,59,84,2,28428,27
78,801964000,5,454406672,-734767991,19610,59,84,0,28428,27
79,802364000,5,454406672,-734767991,19610,59,84,1,28428,27
80,802564000,5,454406672,-734767991,19610,59,84,3,28428,27
81,802764000,5,454406672,-734767991,19610,59,84,4,28428,27
82,802964000,5,454406672,-734767991,19620,59,84,2,28428,27
83,803164000,5,454406672,-734767991,19610,59,84,1,28428,27
84,803564000,5,454406672,-734767991,19610,59,84,2,28428,27
85,803764000,5,454406672,-734767991,19610,59,84,0,28428,27
86,803964000,5,454406672,-734767991,19610,59,84,2,28428,27
87,804364000,5,454406672,-734767991,19610,59,84,5,28428,27
88,804564000,5,454406672,-734767991,19620,59,84,1,28428,27
89,804764000,5,454406672,-734767991,19610,59,84,1,28428,27
90,804964000,5,454406672,-734767991,19620,59,84,2,28428,27
91,805164000,5,454406672,-734767991,19620,59,84,1,28428,27
92,805564000,5,454406672,-734767991,19620,59,84,1,28428,27
93,805764000,5,454406672,-734767991,19620,59,84,1,28428,27
94,805964000,5,454406672,-734767991,19620,61,84,1,28428,27
95,806164000,5,454406672,-734767990,19620,59,84,3,28428,27
96,806564000,5,454406672,-734767991,19620,59,84,3,28428,27
97,806764000,5,454406672,-734767991,19620,59,84,2,28428,27
98,806964000,5,454406672,-734767991,19610,59,84,1,28428,27
99,807164000,5,454406672,-734767991,19610,59,84,0,28428,27
100,807564000,5,454406672,-734767991,19610,59,84,4,28428,27
101,807764000,5,454406672,-734767991,19610,59,84,2,28428,27
102,807964000,5,454406672,-734767991,19610,59,84,1,28428,27
103,808164000,5,454406672,-734767991,19620,59,84,6,28428,27
104,808564000,5,454406672,-734767991,19620,59,84,3,28428,27
105,808764000,5,454406672,-734767991,19610,59,84,2,28428,27
106,808964000,5,454406672,-734767991,19620,67,95,3,28428,27
107,809164000,5,454406672,-734767991,19620,64,94,2,28428,27
108,809564000,5,454406672,-734767991,19620,64,94,4,28428,27
109,809769000,5,454406672,-734767991,19620,64,94,2,28428,27
110,809969000,5,454406672,-734767991,19630,64,94,1,28428,27
111,810369000,5,454406672,-734767991,19630,64,94,5,28428,27
112,810569000,5,454406672,-734767991,19630,64,94,1,28428,27
113,810769000,5,454406672,-734767991,19630,64,94,1,28428,27
114,810969000,5,454406672,-734767991,19630,64,94,2,28428,27
115,811169000,5,454406672,-734767991,19620,64,94,1,28428,27
116,811569000,5,454406672,-734767992,19620,64,94,1,28428,27
117,811769000,5,454406672,-734767991,19620,64,94,2,28428,27
118,811969000,5,454406672,-734767992,19620,67,95,2,28428,27
119,812169000,5,454406672,-734767992,19620,64,94,5,28428,27
120,812369000,5,454406672,-734767991,19620,64,94,3,28428,27
121,812769000,5,454406672,-734767991,19630,64,94,0,28428,27
122,812969000,5,454406672,-734767991,19630,64,94,4,28428,27
123,813169000,5,454406672,-734767991,19630,64,94,0,28428,27
124,813569000,5,454406672,-734767991,19630,64,94,1,28428,27
125,813769000,5,454406672,-734767991,19630,64,94,1,28428,27
126,813969000,5,454406672,-734767991,19630,64,94,0,28428,27
127,814169000,5,454406672,-734767991,19630,64,94,0,28428,27
