,time_usec,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible
74,657155000,6,454405668,-734766133,19020,61,90,0,18203,27
75,657555000,6,454405668,-734766133,19020,61,90,2,18203,26
76,657755000,6,454405668,-734766132,19020,61,90,0,18203,27
77,657955000,6,454405668,-734766132,19020,61,90,2,18203,27
78,658155000,6,454405668,-734766132,19020,61,90,1,18203,27
79,658555000,6,454405668,-734766132,19030,61,90,0,18203,27
80,658755000,6,454405668,-734766132,19020,61,90,2,18203,26
81,658955000,6,454405668,-734766132,19020,61,90,1,18203,27
82,659155000,6,454405668,-734766133,19020,61,90,1,18203,26
83,659555000,6,454405668,-734766132,19020,61,90,3,18203,27
84,659755000,6,454405668,-734766132,19030,61,90,3,18203,26
85,659955000,6,454405668,-734766132,19030,61,90,1,18203,26
86,660355000,6,454405667,-734766132,19030,61,90,0,18203,26
87,660555000,6,454405667,-734766132,19030,61,90,0,18203,26
88,660755000,6,454405668,-734766132,19030,61,90,1,18203,26
89,660955000,6,454405667,-734766132,19030,61,90,0,18203,27
90,661155000,6,454405668,-734766132,19030,61,90,2,18203,27
91,661555000,6,454405667,-734766132,19030,61,90,1,18203,26
92,661755000,6,454405667,-734766132,19030,61,90,1,18203,27
93,661955000,6,454405667,-734766132,19030,61,90,1,18203,27
94,662355000,6,454405667,-734766132,19030,61,90,1,18203,26
95,662555000,6,454405667,-734766132,19030,61,90,1,18203,27
96,662955000,6,454405668,-734766132,19020,61,90,2,18203,27
97,663155000,6,454405668,-734766132,19030,61,90,3,18203,27
98,663555000,6,454405668,-734766132,19020,61,90,2,18203,27
99,663755000,6,454405668,-734766132,19020,61,90,2,18203,27
100,663955000,6,454405668,-734766132,19020,61,90,2,18203,26
101,664355000,6,454405668,-734766132,19020,61,90,2,18203,27
102,664555000,6,454405668,-734766132,19030,61,90,1,18203,27
103,664755000,6,454405668,-734766132,19030,61,90,1,18203,27
104,664955000,6,454405668,-734766133,19020,61,90,1,18203,26
105,665155000,6,454405668,-734766132,19030,61,90,1,18203,26
106,665555000,6,454405668,-734766133,19030,61,90,1,18203,27
107,665755000,6,454405668,-734766133,19030,61,90,2,18203,26
108,665955000,6,454405668,-734766132,19030,61,90,2,18203,26
109,666355000,6,454405668,-734766132,19030,61,90,2,18203,26
110,666555000,6,454405668,-734766132,19030,61,90,1,18203,26
111,666755000,6,454405668,-734766132,19030,61,90,2,18203,26
112,666955000,6,454405668,-734766133,19030,61,90,1,18203,27
113,667155000,6,454405668,-734766133,19030,61,90,0,18203,27
114,667555000,6,454405667,-734766132,19040,61,90,4,18203,27
115,667755000,6,454405668,-734766132,19030,61,90,0,18203,27
116,667955000,6,454405668,-734766133,19030,61,90,0,18203,27
117,668155000,6,454405668,-734766133,19030,61,90,0,18203,27
118,668555000,6,454405667,-734766132,19030,61,90,0,18203,26
119,668755000,6,454405668,-734766132,19030,61,90,4,18203,26
120,668955000,6,454405668,-734766132,19030,61,90,0,18203,26
121,669155000,6,454405668,-734766132,19030,61,90,0,18203,26
122,669555000,6,454405667,-734766132,19030,61,90,1,18203,26
123,669957000,6,454405667,-734766132,19030,61,90,1,18203,26
124,670157000,6,454405667,-734766132,19030,61,90,1,18203,26
125,670557000,6,454405667,-734766132,19030,61,90,1,18203,26
126,670757000,6,454405667,-734766132,19030,61,90,1,18203,26
127,670957000,6,454405667,-734766132,19040,61,90,1,18203,26
